app_id,schema27_title,schema27_institution,schema27_pi,website_match_status,website_match_count,start_date,start_dates_all,website_url,website_urls_all,website_titles_all,match_methods
93160,The role of interferons in the risk of cerebrovascular disease,University of Edinburgh,,matched_one_website_record,1,2023-05-05,2023-05-05,https://www.ukbiobank.ac.uk/projects/the-role-of-interferons-in-the-risk-of-cerebrovascular-disease/,https://www.ukbiobank.ac.uk/projects/the-role-of-interferons-in-the-risk-of-cerebrovascular-disease/,The role of interferons in the risk of cerebrovascular disease,unique_normalized_title
93173,Association between exposure to air pollution and acceleration of cognitive decline in adults with Parkinson's Disease,University of Pennsylvania,,matched_one_website_record,1,2023-05-26,2023-05-26,https://www.ukbiobank.ac.uk/projects/association-between-exposure-to-air-pollution-and-acceleration-of-cognitive-decline-in-adults-with-parkinsons-disease/,https://www.ukbiobank.ac.uk/projects/association-between-exposure-to-air-pollution-and-acceleration-of-cognitive-decline-in-adults-with-parkinsons-disease/,Association between exposure to air pollution and acceleration of cognitive decline in adults with Parkinson’s Disease,detail_page_app_id_after_title_unmatched_or_ambiguous
93211,Evaluating adverse effects of statin use with large-scale cohort data,Seoul National University,,matched_one_website_record,1,2023-05-09,2023-05-09,https://www.ukbiobank.ac.uk/projects/evaluating-adverse-effects-of-statin-use-with-large-scale-cohort-data/,https://www.ukbiobank.ac.uk/projects/evaluating-adverse-effects-of-statin-use-with-large-scale-cohort-data/,Evaluating adverse effects of statin use with large-scale cohort data,unique_normalized_title
93224,Automated and robust cardiac function quantification from cardiac MRI,Transilvania University,,matched_one_website_record,1,2022-10-11,2022-10-11,https://www.ukbiobank.ac.uk/projects/automated-and-robust-cardiac-function-quantification-from-cardiac-mri/,https://www.ukbiobank.ac.uk/projects/automated-and-robust-cardiac-function-quantification-from-cardiac-mri/,Automated and robust cardiac function quantification from cardiac MRI,unique_normalized_title
93269,The role of somatic and inherited mitochondrial genetic variation in biological ageing and disease.,Dublin City University,,matched_one_website_record,1,2023-06-22,2023-06-22,https://www.ukbiobank.ac.uk/projects/the-role-of-somatic-and-inherited-mitochondrial-genetic-variation-in-biological-ageing-and-disease/,https://www.ukbiobank.ac.uk/projects/the-role-of-somatic-and-inherited-mitochondrial-genetic-variation-in-biological-ageing-and-disease/,The role of somatic and inherited mitochondrial genetic variation in biological ageing and disease.,unique_normalized_title
93276,Psoriatic Arthritis - a UK Biobank study of potential biomarkers predicting patients' response to TNF inhibitors.,Keele University,,matched_one_website_record,1,2023-02-22,2023-02-22,https://www.ukbiobank.ac.uk/projects/psoriatic-arthritis-a-uk-biobank-study-of-potential-biomarkers-predicting-patients-response-to-tnf-inhibitors/,https://www.ukbiobank.ac.uk/projects/psoriatic-arthritis-a-uk-biobank-study-of-potential-biomarkers-predicting-patients-response-to-tnf-inhibitors/,Psoriatic Arthritis – a UK Biobank study of potential biomarkers predicting patients’ response to TNF inhibitors.,unique_normalized_title
93282,Shadow external application linked to phased application 87728,University of Oxford,,unmatched_schema27,0,,,,,,
93305,"Analysis of genetic, clinical and environmental factors from the UK Biobank to develop new approaches in the prevention and treatment of pain and pain-related diseases.",Grünenthal GmbH,,matched_one_website_record,1,2023-01-26,2023-01-26,https://www.ukbiobank.ac.uk/projects/analysis-of-genetic-clinical-and-environmental-factors-from-the-uk-biobank-to-develop-new-approaches-in-the-prevention-and-treatment-of-pain-and-pain-related-diseases/,https://www.ukbiobank.ac.uk/projects/analysis-of-genetic-clinical-and-environmental-factors-from-the-uk-biobank-to-develop-new-approaches-in-the-prevention-and-treatment-of-pain-and-pain-related-diseases/,"Analysis of genetic, clinical and environmental factors from the UK Biobank to develop new approaches in the prevention and treatment of pain and pain-related diseases.",unique_normalized_title
93322,"Investigating the roles of genetic architecture, socioeconomic factors, and environmental characteristics in chronic disease",Desert Research Institute,,matched_one_website_record,1,2022-11-30,2022-11-30,https://www.ukbiobank.ac.uk/projects/investigating-the-roles-of-genetic-architecture-socioeconomic-factors-and-environmental-characteristics-in-chronic-disease/,https://www.ukbiobank.ac.uk/projects/investigating-the-roles-of-genetic-architecture-socioeconomic-factors-and-environmental-characteristics-in-chronic-disease/,"Investigating the roles of genetic architecture, socioeconomic factors, and environmental characteristics in chronic disease",unique_normalized_title
93333,"Dissecting the association between metabolic features, social and behavioral factors, and cancers.",China Medical University P.R.C,,matched_one_website_record,1,2022-09-29,2022-09-29,https://www.ukbiobank.ac.uk/projects/dissecting-the-association-between-metabolic-features-social-and-behavioral-factors-and-cancers/,https://www.ukbiobank.ac.uk/projects/dissecting-the-association-between-metabolic-features-social-and-behavioral-factors-and-cancers/,"Dissecting the association between metabolic features, social and behavioral factors, and cancers.",unique_normalized_title
93346,Create multi-modal brain image priors for use in Bayesian models to be applied in stroke lesion segmentation and AD diagnosis studies,Shanghai Jiao Tong University,,matched_one_website_record,1,2022-11-28,2022-11-28,https://www.ukbiobank.ac.uk/projects/create-multi-modal-brain-image-priors-for-use-in-bayesian-models-to-be-applied-in-stroke-lesion-segmentation-and-ad-diagnosis-studies/,https://www.ukbiobank.ac.uk/projects/create-multi-modal-brain-image-priors-for-use-in-bayesian-models-to-be-applied-in-stroke-lesion-segmentation-and-ad-diagnosis-studies/,Create multi-modal brain image priors for use in Bayesian models to be applied in stroke lesion segmentation and AD diagnosis studies,unique_normalized_title
93351,Metabolic syndrome in multiethnic cohort,National Forensic Service,,matched_one_website_record,1,2024-11-07,2024-11-07,https://www.ukbiobank.ac.uk/projects/metabolic-syndrome-in-multiethnic-cohort/,https://www.ukbiobank.ac.uk/projects/metabolic-syndrome-in-multiethnic-cohort/,Metabolic syndrome in multiethnic cohort,unique_normalized_title
93367,Exploring the interaction effects of between genetic variants and medication of inflammatory diseases on the incidences of cardiovascular disease and cancers by whole genome-wide analysis,National University of Kaohsiung,,matched_one_website_record,1,2023-10-05,2023-10-05,https://www.ukbiobank.ac.uk/projects/exploring-the-interaction-effects-of-between-genetic-variants-and-medication-of-inflammatory-diseases-on-the-incidences-of-cardiovascular-disease-and-cancers-by-whole-genome-wide-analysis/,https://www.ukbiobank.ac.uk/projects/exploring-the-interaction-effects-of-between-genetic-variants-and-medication-of-inflammatory-diseases-on-the-incidences-of-cardiovascular-disease-and-cancers-by-whole-genome-wide-analysis/,Exploring the interaction effects of between genetic variants and medication of inflammatory diseases on the incidences of cardiovascular disease and cancers by whole genome-wide analysis,unique_normalized_title
93379,Identifying non-coding regulatory variants associated with mature B cell neoplasms and B cell mediated autoimmune diseases.,University of Leeds,,matched_one_website_record,1,2022-12-06,2022-12-06,https://www.ukbiobank.ac.uk/projects/identifying-non-coding-regulatory-variants-associated-with-mature-b-cell-neoplasms-and-b-cell-mediated-autoimmune-diseases/,https://www.ukbiobank.ac.uk/projects/identifying-non-coding-regulatory-variants-associated-with-mature-b-cell-neoplasms-and-b-cell-mediated-autoimmune-diseases/,Identifying non-coding regulatory variants associated with mature B cell neoplasms and B cell mediated autoimmune diseases.,unique_normalized_title
93398,"Investigating the risk factors of non-communicable chronic disease using biomarkers, lifestyle factors, and environmental factors",Zhengzhou University,,matched_one_website_record,1,2023-02-23,2023-02-23,https://www.ukbiobank.ac.uk/projects/investigating-the-risk-factors-of-non-communicable-chronic-disease-using-biomarkers-lifestyle-factors-and-environmental-factors/,https://www.ukbiobank.ac.uk/projects/investigating-the-risk-factors-of-non-communicable-chronic-disease-using-biomarkers-lifestyle-factors-and-environmental-factors/,"Investigating the risk factors of non-communicable chronic disease using biomarkers, lifestyle factors, and environmental factors",unique_normalized_title
93403,"Incidence of pneumonia and subsequent outcomes in patients with cardiovascular disease, chronic obstructive pulmonary disease, chronic kidney disease, diabetes or cancer",Hangzhou Normal University,,matched_one_website_record,1,2022-10-19,2022-10-19,https://www.ukbiobank.ac.uk/projects/incidence-of-pneumonia-and-subsequent-outcomes-in-patients-with-cardiovascular-disease-chronic-obstructive-pulmonary-disease-chronic-kidney-disease-diabetes-or-cancer/,https://www.ukbiobank.ac.uk/projects/incidence-of-pneumonia-and-subsequent-outcomes-in-patients-with-cardiovascular-disease-chronic-obstructive-pulmonary-disease-chronic-kidney-disease-diabetes-or-cancer/,"Incidence of pneumonia and subsequent outcomes in patients with cardiovascular disease, chronic obstructive pulmonary disease, chronic kidney disease, diabetes or cancer",unique_normalized_title
93426,"Causes and consequences of fat distribution patterns in the liver, pancreas, skeletal muscle, heart, kidney, and visceral bed",Kyoto University,,matched_one_website_record,1,2023-02-22,2023-02-22,https://www.ukbiobank.ac.uk/projects/causes-and-consequences-of-fat-distribution-patterns-in-the-liver-pancreas-skeletal-muscle-heart-kidney-and-visceral-bed/,https://www.ukbiobank.ac.uk/projects/causes-and-consequences-of-fat-distribution-patterns-in-the-liver-pancreas-skeletal-muscle-heart-kidney-and-visceral-bed/,"Causes and consequences of fat distribution patterns in the liver, pancreas, skeletal muscle, heart, kidney, and visceral bed",unique_normalized_title
93435,Association of neurodegenerative diseases with cancer.,Tongji University School of Medicine,,matched_one_website_record,1,2023-01-16,2023-01-16,https://www.ukbiobank.ac.uk/projects/association-of-neurodegenerative-diseases-with-cancer/,https://www.ukbiobank.ac.uk/projects/association-of-neurodegenerative-diseases-with-cancer/,Association of neurodegenerative diseases with cancer.,unique_normalized_title
93474,"An investigation of risk factors, genetics, radiomics and health care of physical and mental conditions",The Affiliated Brain Hospital of Guangzhou Medical University,,matched_one_website_record,1,2023-05-31,2023-05-31,https://www.ukbiobank.ac.uk/projects/an-investigation-of-risk-factors-genetics-radiomics-and-health-care-of-physical-and-mental-conditions/,https://www.ukbiobank.ac.uk/projects/an-investigation-of-risk-factors-genetics-radiomics-and-health-care-of-physical-and-mental-conditions/,"An investigation of risk factors, genetics, radiomics and health care of physical and mental conditions",unique_normalized_title
93488,Discovery and validation for genome-phenome network analysis in precision medicine applications,"GeneDx, LLC",,matched_one_website_record,1,2023-08-23,2023-08-23,https://www.ukbiobank.ac.uk/projects/discovery-and-validation-for-genome-phenome-network-analysis-in-precision-medicine-applications/,https://www.ukbiobank.ac.uk/projects/discovery-and-validation-for-genome-phenome-network-analysis-in-precision-medicine-applications/,Discovery and validation for genome-phenome network analysis in precision medicine applications,unique_normalized_title
93490,Analysis of UK Biobank Cohorts to Accelerate Therapies to Treat Neurological Disease,"Atalanta Therapeutics, Inc.",,matched_one_website_record,1,2022-11-15,2022-11-15,https://www.ukbiobank.ac.uk/projects/analysis-of-uk-biobank-cohorts-to-accelerate-therapies-to-treat-neurological-disease/,https://www.ukbiobank.ac.uk/projects/analysis-of-uk-biobank-cohorts-to-accelerate-therapies-to-treat-neurological-disease/,Analysis of UK Biobank Cohorts to Accelerate Therapies to Treat Neurological Disease,unique_normalized_title
