specification,control_definition,design,intervention_date,sample_start,sample_end,term,estimate,std_error,z,p_value,ci_low,ci_high,n_obs,k_params,df_resid,nw_lag,inference
broad,Broad sequence control proxy,placebo_18_12,2023-05,2021-11,2024-04,month_12,2.30160508,0.64567126,3.56467015,0.00036431,1.03608940,3.56712075,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,Intercept,-1.53899154,0.64963863,-2.36899635,0.01783643,-2.81228325,-0.26569983,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,Time,0.27446497,0.05727480,4.79207198,0.00000165,0.16220636,0.38672359,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,ArtificialLevel,0.06065696,0.93954769,0.06455975,0.94852453,-1.78085652,1.90217044,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,ArtificialSlope,-0.30683091,0.08959385,-3.42468730,0.00061551,-0.48243485,-0.13122697,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_02,0.49447866,0.97282796,0.50828994,0.61125003,-1.41226414,2.40122146,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_03,0.65562399,1.13048568,0.57994895,0.56194904,-1.56012795,2.87137593,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_04,-1.18323068,1.54720691,-0.76475271,0.44441881,-4.21575623,1.84929486,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_05,-0.02208536,1.00488426,-0.02197801,0.98246550,-1.99165850,1.94748779,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_06,-4.28491664,0.51231119,-8.36389427,0.00000000,-5.28904657,-3.28078670,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_07,-2.40596616,0.83916932,-2.86708070,0.00414277,-4.05073802,-0.76119429,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_08,-1.52701568,2.27946305,-0.66990148,0.50292059,-5.99476326,2.94073191,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_09,-2.14806520,0.96127504,-2.23459999,0.02544362,-4.03216428,-0.26396611,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_10,2.23088528,1.28309826,1.73867065,0.08209271,-0.28398730,4.74575786,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_11,3.60983576,0.66286941,5.44577210,0.00000005,2.31061171,4.90905981,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-06,2021-12,2024-05,month_12,2.17218801,0.58056401,3.74151339,0.00018292,1.03428255,3.31009346,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,Intercept,-1.50870972,0.57580941,-2.62015467,0.00878899,-2.63729617,-0.38012327,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,Time,0.30338979,0.04266310,7.11129195,0.00000000,0.21977011,0.38700948,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,ArtificialLevel,-0.33319336,0.85813124,-0.38827785,0.69781042,-2.01513058,1.34874387,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,ArtificialSlope,-0.34378499,0.08271136,-4.15644237,0.00003232,-0.50589926,-0.18167073,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_02,0.47787187,0.98251543,0.48637595,0.62670064,-1.44785837,2.40360212,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_03,0.62241041,1.08580282,0.57322601,0.56649168,-1.50576311,2.75058394,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_04,-1.23305105,1.46725424,-0.84037995,0.40069539,-4.10886936,1.64276727,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_05,-0.08851250,1.10510669,-0.08009408,0.93616243,-2.25452161,2.07749660,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_06,-4.27730730,0.55923734,-7.64846512,0.00000000,-5.37341249,-3.18120211,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_07,-2.46537110,0.91507679,-2.69416854,0.00705645,-4.25892161,-0.67182059,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_08,-1.59686839,2.21702094,-0.72027664,0.47135469,-5.94222943,2.74849265,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_09,-2.22836568,1.03235201,-2.15853280,0.03088643,-4.25177563,-0.20495574,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_10,2.14013702,1.34122018,1.59566420,0.11056379,-0.48865453,4.76892857,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_11,3.50863973,0.65379395,5.36658334,0.00000008,2.22720358,4.79007588,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,placebo_18_12,2023-07,2022-01,2024-06,month_12,1.37714243,0.37815066,3.64178249,0.00027076,0.63596715,2.11831772,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,Intercept,1.95626478,0.61715851,3.16979306,0.00152548,0.74663409,3.16589546,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,Time,0.03642139,0.06042010,0.60280264,0.54663999,-0.08200200,0.15484479,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,ArtificialLevel,-5.26507092,1.88280424,-2.79639849,0.00516756,-8.95536723,-1.57477462,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,ArtificialSlope,0.68085106,0.22639483,3.00736137,0.00263526,0.23711720,1.12458493,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_02,-0.26337175,0.97439709,-0.27029201,0.78693561,-2.17319006,1.64644656,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_03,0.80658983,1.41254962,0.57101699,0.56798812,-1.96200742,3.57518709,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_04,1.54321809,0.82147671,1.87859018,0.06030047,-0.06687627,3.15331245,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_05,0.61317967,1.02869543,0.59607504,0.55112510,-1.40306337,2.62942271,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_06,-1.98352541,1.23006763,-1.61253362,0.10684587,-4.39445797,0.42740714,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_07,0.23921395,1.92825490,0.12405722,0.90126997,-3.54016566,4.01859356,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_08,2.36236702,0.87618770,2.69618829,0.00701380,0.64503913,4.07969492,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_09,-0.51447991,1.46201017,-0.35189899,0.72491401,-3.38001983,2.35106002,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_10,4.60867317,2.30658680,1.99804888,0.04571136,0.08776304,9.12958330,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_11,1.23182624,2.94342696,0.41850070,0.67558108,-4.53729060,7.00094308,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
broad,Broad sequence control proxy,actual_18_12,2024-07,2023-01,2025-06,month_12,-0.14502069,1.64237855,-0.08829918,0.92963889,-3.36408265,3.07404128,30,15,15,3,"OLS Newey-West HAC (Bartlett, lag 3; no finite-sample scaling)"
