app_id,HIGH_SENSITIVITY,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,treatment,control_strict,control_broad,group_strict,group_broad,start_date,pre_post
648,1,1,0,0,0,1,1,Strict control,Broad control,2012-11-01,pre_july_2024
2112,1,1,0,0,0,1,1,Strict control,Broad control,2013-03-04,pre_july_2024
4844,1,0,0,1,1,0,0,Treatment,Treatment,2014-09-27,pre_july_2024
9905,1,1,0,0,0,1,1,Strict control,Broad control,2014-12-01,pre_july_2024
8835,1,0,0,1,1,0,0,Treatment,Treatment,2014-12-15,pre_july_2024
7089,1,1,0,0,0,1,1,Strict control,Broad control,2015-01-01,pre_july_2024
9055,1,1,0,0,0,1,1,Strict control,Broad control,2015-01-05,pre_july_2024
9072,1,1,0,0,0,1,1,Strict control,Broad control,2015-01-05,pre_july_2024
6077,1,1,0,0,0,1,1,Strict control,Broad control,2015-04-01,pre_july_2024
12010,1,0,0,1,1,0,0,Treatment,Treatment,2015-04-13,pre_july_2024
10438,1,1,0,0,0,1,1,Strict control,Broad control,2015-05-01,pre_july_2024
871,1,1,0,0,0,1,1,Strict control,Broad control,2015-05-31,pre_july_2024
1251,1,1,0,0,0,1,1,Strict control,Broad control,2015-07-01,pre_july_2024
12113,1,1,0,0,0,1,1,Strict control,Broad control,2015-08-01,pre_july_2024
12514,1,1,0,0,0,1,1,Strict control,Broad control,2015-08-28,pre_july_2024
2964,1,0,0,1,1,0,0,Treatment,Treatment,2015-09-01,pre_july_2024
14179,1,0,0,1,1,0,0,Treatment,Treatment,2015-09-01,pre_july_2024
14631,1,1,0,0,0,1,1,Strict control,Broad control,2015-10-01,pre_july_2024
14654,1,1,0,0,0,1,1,Strict control,Broad control,2015-10-01,pre_july_2024
16698,1,1,0,0,0,1,1,Strict control,Broad control,2015-10-15,pre_july_2024
9914,1,0,0,1,1,0,0,Treatment,Treatment,2015-11-01,pre_july_2024
16434,1,1,0,0,0,1,1,Strict control,Broad control,2015-11-17,pre_july_2024
16389,1,1,0,0,0,1,1,Strict control,Broad control,2015-12-01,pre_july_2024
9616,1,1,0,0,0,1,1,Strict control,Broad control,2016-01-01,pre_july_2024
16097,1,1,0,0,0,1,1,Strict control,Broad control,2016-01-01,pre_july_2024
17085,1,1,0,0,0,1,1,Strict control,Broad control,2016-01-01,pre_july_2024
15479,1,1,0,0,0,1,1,Strict control,Broad control,2016-02-01,pre_july_2024
16013,1,1,0,0,0,1,1,Strict control,Broad control,2016-02-01,pre_july_2024
17689,1,0,1,1,1,0,0,Treatment,Treatment,2016-02-01,pre_july_2024
16406,1,0,0,1,1,0,0,Treatment,Treatment,2016-02-15,pre_july_2024
16066,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2016-03-01,pre_july_2024
16273,1,0,0,1,1,0,0,Treatment,Treatment,2016-03-01,pre_july_2024
18545,1,0,0,1,1,0,0,Treatment,Treatment,2016-04-01,pre_july_2024
24460,1,1,0,0,0,1,1,Strict control,Broad control,2016-04-01,pre_july_2024
17909,1,0,0,1,1,0,0,Treatment,Treatment,2016-04-15,pre_july_2024
11559,1,0,0,1,1,0,0,Treatment,Treatment,2016-04-30,pre_july_2024
19934,1,1,0,0,0,1,1,Strict control,Broad control,2016-05-01,pre_july_2024
18219,1,1,0,0,0,1,1,Strict control,Broad control,2016-05-02,pre_july_2024
20802,1,1,0,0,0,1,1,Strict control,Broad control,2016-05-24,pre_july_2024
4477,1,1,0,0,0,1,1,Strict control,Broad control,2016-06-01,pre_july_2024
13126,1,0,0,1,1,0,0,Treatment,Treatment,2016-06-13,pre_july_2024
20361,1,1,0,0,0,1,1,Strict control,Broad control,2016-06-13,pre_july_2024
18051,1,1,0,0,0,1,1,Strict control,Broad control,2016-07-10,pre_july_2024
16218,1,1,0,0,0,1,1,Strict control,Broad control,2016-07-15,pre_july_2024
17720,1,0,0,1,1,0,0,Treatment,Treatment,2016-08-01,pre_july_2024
36509,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2016-08-01,pre_july_2024
17044,1,0,0,1,1,0,0,Treatment,Treatment,2016-09-01,pre_july_2024
20272,1,1,0,0,0,1,1,Strict control,Broad control,2016-09-01,pre_july_2024
22016,1,0,0,1,1,0,0,Treatment,Treatment,2016-09-01,pre_july_2024
19542,1,1,0,0,0,1,1,Strict control,Broad control,2016-10-01,pre_july_2024
23827,1,0,0,1,1,0,0,Treatment,Treatment,2016-10-01,pre_july_2024
17488,1,1,0,0,0,1,1,Strict control,Broad control,2016-11-01,pre_july_2024
19056,1,1,0,0,0,1,1,Strict control,Broad control,2016-11-01,pre_july_2024
22783,1,0,1,1,1,0,0,Treatment,Treatment,2016-11-01,pre_july_2024
23359,1,1,0,0,0,1,1,Strict control,Broad control,2016-11-01,pre_july_2024
22207,1,0,0,1,1,0,0,Treatment,Treatment,2016-11-24,pre_july_2024
23509,1,0,0,1,1,0,0,Treatment,Treatment,2016-11-28,pre_july_2024
23889,1,0,0,1,1,0,0,Treatment,Treatment,2016-11-28,pre_july_2024
24898,1,1,0,0,0,1,1,Strict control,Broad control,2016-12-01,pre_july_2024
24642,1,0,0,1,1,0,0,Treatment,Treatment,2016-12-07,pre_july_2024
24299,1,1,0,0,0,1,1,Strict control,Broad control,2017-01-01,pre_july_2024
26041,1,1,0,0,0,1,1,Strict control,Broad control,2017-01-03,pre_july_2024
24089,1,0,0,1,1,0,0,Treatment,Treatment,2017-01-09,pre_july_2024
19416,1,1,0,0,0,1,1,Strict control,Broad control,2017-01-10,pre_july_2024
21237,1,1,0,0,0,1,1,Strict control,Broad control,2017-01-15,pre_july_2024
24795,1,0,0,1,1,0,0,Treatment,Treatment,2017-01-15,pre_july_2024
17731,1,1,0,0,0,1,1,Strict control,Broad control,2017-01-24,pre_july_2024
20666,1,0,0,1,1,0,0,Treatment,Treatment,2017-02-01,pre_july_2024
25673,1,0,0,1,1,0,0,Treatment,Treatment,2017-02-01,pre_july_2024
24983,1,1,0,0,0,1,1,Strict control,Broad control,2017-02-16,pre_july_2024
15175,1,0,0,1,1,0,0,Treatment,Treatment,2017-02-27,pre_july_2024
1969,1,0,0,1,1,0,0,Treatment,Treatment,2017-03-01,pre_july_2024
2532,1,1,0,0,0,1,1,Strict control,Broad control,2017-03-01,pre_july_2024
25953,1,1,0,0,0,1,1,Strict control,Broad control,2017-04-01,pre_july_2024
27449,1,1,0,0,0,1,1,Strict control,Broad control,2017-04-01,pre_july_2024
28967,1,1,0,0,0,1,1,Strict control,Broad control,2017-04-07,pre_july_2024
24661,1,1,0,0,0,1,1,Strict control,Broad control,2017-04-15,pre_july_2024
28404,1,0,0,1,1,0,0,Treatment,Treatment,2017-04-18,pre_july_2024
27412,1,1,0,0,0,1,1,Strict control,Broad control,2017-04-21,pre_july_2024
24711,1,1,0,0,0,1,1,Strict control,Broad control,2017-05-01,pre_july_2024
25570,1,0,0,1,1,0,0,Treatment,Treatment,2017-05-01,pre_july_2024
28174,1,0,0,1,1,0,0,Treatment,Treatment,2017-05-01,pre_july_2024
28807,1,1,0,0,0,1,1,Strict control,Broad control,2017-05-01,pre_july_2024
27960,1,1,0,0,0,1,1,Strict control,Broad control,2017-05-31,pre_july_2024
25205,1,1,0,0,0,1,1,Strict control,Broad control,2017-06-01,pre_july_2024
25214,1,1,0,0,0,1,1,Strict control,Broad control,2017-06-01,pre_july_2024
27121,1,0,0,1,1,0,0,Treatment,Treatment,2017-06-15,pre_july_2024
23739,1,0,0,1,1,0,0,Treatment,Treatment,2017-07-01,pre_july_2024
31282,1,0,0,1,1,0,0,Treatment,Treatment,2017-07-01,pre_july_2024
28126,1,1,0,0,0,1,1,Strict control,Broad control,2017-07-03,pre_july_2024
23424,1,1,0,0,0,1,1,Strict control,Broad control,2017-07-14,pre_july_2024
26503,1,0,0,1,1,0,0,Treatment,Treatment,2017-07-19,pre_july_2024
29900,1,1,0,0,0,1,1,Strict control,Broad control,2017-08-01,pre_july_2024
19655,1,1,0,0,0,1,1,Strict control,Broad control,2017-08-03,pre_july_2024
23476,1,0,0,1,1,0,0,Treatment,Treatment,2017-09-01,pre_july_2024
30603,1,0,0,1,1,0,0,Treatment,Treatment,2017-09-01,pre_july_2024
31063,1,1,0,0,0,1,1,Strict control,Broad control,2017-10-01,pre_july_2024
18120,1,1,0,0,0,1,1,Strict control,Broad control,2017-11-17,pre_july_2024
22875,1,0,0,1,1,0,0,Treatment,Treatment,2018-02-22,pre_july_2024
33601,1,1,0,0,0,1,1,Strict control,Broad control,2018-02-22,pre_july_2024
27483,1,1,0,0,0,1,1,Strict control,Broad control,2018-02-23,pre_july_2024
24954,1,0,0,1,1,0,0,Treatment,Treatment,2018-03-13,pre_july_2024
29985,1,0,0,1,1,0,0,Treatment,Treatment,2018-03-15,pre_july_2024
31028,1,0,0,1,1,0,0,Treatment,Treatment,2018-03-15,pre_july_2024
30036,1,0,0,1,1,0,0,Treatment,Treatment,2018-03-20,pre_july_2024
21677,1,1,0,0,0,1,1,Strict control,Broad control,2018-03-27,pre_july_2024
30544,1,0,0,1,1,0,0,Treatment,Treatment,2018-03-27,pre_july_2024
33073,1,0,0,1,1,0,0,Treatment,Treatment,2018-03-27,pre_july_2024
18359,1,0,0,1,1,0,0,Treatment,Treatment,2018-04-06,pre_july_2024
32011,1,0,0,1,1,0,0,Treatment,Treatment,2018-05-02,pre_july_2024
34479,1,0,0,1,1,0,0,Treatment,Treatment,2018-06-12,pre_july_2024
35520,1,1,0,0,0,1,1,Strict control,Broad control,2018-06-13,pre_july_2024
34303,1,0,0,1,1,0,0,Treatment,Treatment,2018-07-02,pre_july_2024
41542,1,1,0,0,0,1,1,Strict control,Broad control,2018-07-05,pre_july_2024
17881,1,0,0,1,1,0,0,Treatment,Treatment,2018-07-09,pre_july_2024
16124,1,0,0,1,1,0,0,Treatment,Treatment,2018-07-17,pre_july_2024
40436,1,1,0,0,0,1,1,Strict control,Broad control,2018-07-24,pre_july_2024
35273,1,1,0,0,0,1,1,Strict control,Broad control,2018-07-31,pre_july_2024
34763,1,0,0,1,1,0,0,Treatment,Treatment,2018-08-23,pre_july_2024
40709,1,1,0,0,0,1,1,Strict control,Broad control,2018-08-23,pre_july_2024
37489,1,0,0,1,1,0,0,Treatment,Treatment,2018-08-31,pre_july_2024
41910,1,1,0,0,0,1,1,Strict control,Broad control,2018-08-31,pre_july_2024
29447,1,0,0,1,1,0,0,Treatment,Treatment,2018-09-03,pre_july_2024
33087,1,0,0,1,1,0,0,Treatment,Treatment,2018-09-03,pre_july_2024
33170,1,0,0,1,1,0,0,Treatment,Treatment,2018-09-03,pre_july_2024
27236,1,0,0,1,1,0,0,Treatment,Treatment,2018-09-10,pre_july_2024
40933,1,0,0,1,1,0,0,Treatment,Treatment,2018-09-10,pre_july_2024
43138,1,1,0,0,0,1,1,Strict control,Broad control,2018-09-10,pre_july_2024
34405,1,1,0,0,0,1,1,Strict control,Broad control,2018-09-14,pre_july_2024
34716,1,1,0,0,0,1,1,Strict control,Broad control,2018-09-14,pre_july_2024
42614,1,1,0,0,0,1,1,Strict control,Broad control,2018-09-14,pre_july_2024
42857,1,1,0,0,0,1,1,Strict control,Broad control,2018-09-24,pre_july_2024
26751,1,0,0,1,1,0,0,Treatment,Treatment,2018-09-25,pre_july_2024
28212,1,0,0,1,1,0,0,Treatment,Treatment,2018-10-04,pre_july_2024
32285,1,1,0,0,0,1,1,Strict control,Broad control,2018-10-10,pre_july_2024
40922,1,0,0,1,1,0,0,Treatment,Treatment,2018-10-10,pre_july_2024
43193,1,0,0,1,1,0,0,Treatment,Treatment,2018-10-15,pre_july_2024
30833,1,0,0,1,1,0,0,Treatment,Treatment,2018-10-16,pre_july_2024
43129,1,0,0,1,1,0,0,Treatment,Treatment,2018-10-19,pre_july_2024
37103,1,0,0,1,1,0,0,Treatment,Treatment,2018-10-24,pre_july_2024
32683,1,1,0,0,0,1,1,Strict control,Broad control,2018-10-26,pre_july_2024
41127,1,0,0,1,1,0,0,Treatment,Treatment,2018-10-29,pre_july_2024
35900,1,0,0,1,1,0,0,Treatment,Treatment,2018-11-02,pre_july_2024
44870,1,1,0,0,0,1,1,Strict control,Broad control,2018-11-08,pre_july_2024
36371,1,1,0,0,0,1,1,Strict control,Broad control,2018-11-15,pre_july_2024
32575,1,0,0,1,1,0,0,Treatment,Treatment,2018-11-22,pre_july_2024
41213,1,0,0,1,1,0,0,Treatment,Treatment,2018-11-23,pre_july_2024
13310,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2018-11-26,pre_july_2024
37462,1,0,0,1,1,0,0,Treatment,Treatment,2018-12-07,pre_july_2024
40721,1,1,0,0,0,1,1,Strict control,Broad control,2018-12-07,pre_july_2024
43043,1,0,0,1,1,0,0,Treatment,Treatment,2018-12-07,pre_july_2024
35944,1,0,0,1,1,0,0,Treatment,Treatment,2018-12-10,pre_july_2024
30769,1,0,0,1,1,0,0,Treatment,Treatment,2018-12-12,pre_july_2024
44080,1,1,0,0,0,1,1,Strict control,Broad control,2018-12-12,pre_july_2024
34507,1,0,0,1,1,0,0,Treatment,Treatment,2018-12-18,pre_july_2024
35577,1,0,0,1,1,0,0,Treatment,Treatment,2018-12-19,pre_july_2024
45227,1,1,0,0,0,1,1,Strict control,Broad control,2018-12-19,pre_july_2024
42596,1,0,0,1,1,0,0,Treatment,Treatment,2019-01-08,pre_july_2024
43626,1,1,0,0,0,1,1,Strict control,Broad control,2019-01-08,pre_july_2024
32974,1,1,0,0,0,1,1,Strict control,Broad control,2019-01-09,pre_july_2024
11350,1,0,0,1,1,0,0,Treatment,Treatment,2019-01-17,pre_july_2024
44344,1,1,0,0,0,1,1,Strict control,Broad control,2019-01-23,pre_july_2024
32048,1,0,0,1,1,0,0,Treatment,Treatment,2019-01-25,pre_july_2024
32133,1,1,0,0,0,1,1,Strict control,Broad control,2019-01-28,pre_july_2024
44300,1,1,0,0,0,1,1,Strict control,Broad control,2019-01-28,pre_july_2024
41617,1,0,0,1,1,0,0,Treatment,Treatment,2019-01-29,pre_july_2024
18274,1,0,0,1,1,0,0,Treatment,Treatment,2019-02-04,pre_july_2024
34175,1,0,0,1,1,0,0,Treatment,Treatment,2019-02-04,pre_july_2024
37721,1,0,0,1,1,0,0,Treatment,Treatment,2019-02-04,pre_july_2024
40616,1,1,0,0,0,1,1,Strict control,Broad control,2019-02-04,pre_july_2024
46478,1,1,0,0,0,1,1,Strict control,Broad control,2019-02-13,pre_july_2024
47137,1,1,0,0,0,1,1,Strict control,Broad control,2019-02-13,pre_july_2024
36080,1,0,0,1,1,0,0,Treatment,Treatment,2019-02-21,pre_july_2024
41143,1,1,0,0,0,1,1,Strict control,Broad control,2019-02-21,pre_july_2024
45301,1,0,0,1,1,0,0,Treatment,Treatment,2019-02-21,pre_july_2024
33278,1,0,0,1,1,0,0,Treatment,Treatment,2019-02-22,pre_july_2024
40157,1,0,0,1,1,0,0,Treatment,Treatment,2019-02-22,pre_july_2024
42890,1,1,0,0,0,1,1,Strict control,Broad control,2019-02-22,pre_july_2024
44448,1,1,0,0,0,1,1,Strict control,Broad control,2019-03-07,pre_july_2024
41865,1,0,0,1,1,0,0,Treatment,Treatment,2019-03-12,pre_july_2024
46608,1,0,0,1,1,0,0,Treatment,Treatment,2019-03-12,pre_july_2024
47061,1,1,0,0,0,1,1,Strict control,Broad control,2019-03-12,pre_july_2024
43247,1,1,0,0,0,1,1,Strict control,Broad control,2019-03-13,pre_july_2024
43782,1,0,0,1,1,0,0,Treatment,Treatment,2019-03-13,pre_july_2024
45258,1,0,0,1,1,0,0,Treatment,Treatment,2019-03-13,pre_july_2024
45669,1,1,0,0,0,1,1,Strict control,Broad control,2019-03-13,pre_july_2024
33018,1,0,0,1,1,0,0,Treatment,Treatment,2019-03-26,pre_july_2024
43851,1,0,0,1,1,0,0,Treatment,Treatment,2019-03-26,pre_july_2024
44108,1,1,0,0,0,1,1,Strict control,Broad control,2019-03-26,pre_july_2024
47233,1,0,0,1,1,0,0,Treatment,Treatment,2019-03-26,pre_july_2024
47222,1,1,0,0,0,1,1,Strict control,Broad control,2019-04-12,pre_july_2024
47813,1,1,0,0,0,1,1,Strict control,Broad control,2019-04-18,pre_july_2024
48511,1,1,0,0,0,1,1,Strict control,Broad control,2019-04-18,pre_july_2024
48991,1,1,0,0,0,1,1,Strict control,Broad control,2019-04-18,pre_july_2024
49156,1,0,0,1,1,0,0,Treatment,Treatment,2019-05-07,pre_july_2024
34201,1,1,0,0,0,1,1,Strict control,Broad control,2019-05-08,pre_july_2024
44482,1,0,0,1,1,0,0,Treatment,Treatment,2019-05-14,pre_july_2024
49945,1,1,0,0,0,1,1,Strict control,Broad control,2019-05-14,pre_july_2024
48096,1,0,0,1,1,0,0,Treatment,Treatment,2019-05-29,pre_july_2024
50000,1,1,0,0,0,1,1,Strict control,Broad control,2019-05-29,pre_july_2024
50662,1,1,0,0,0,1,1,Strict control,Broad control,2019-05-29,pre_july_2024
37375,1,0,0,1,1,0,0,Treatment,Treatment,2019-05-30,pre_july_2024
35698,1,0,0,1,1,0,0,Treatment,Treatment,2019-06-14,pre_july_2024
36610,1,1,0,0,0,1,1,Strict control,Broad control,2019-06-18,pre_july_2024
40040,1,0,0,1,1,0,0,Treatment,Treatment,2019-06-18,pre_july_2024
48286,1,1,0,0,0,1,1,Strict control,Broad control,2019-06-18,pre_july_2024
45420,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2019-07-01,pre_july_2024
42260,1,1,0,0,0,1,1,Strict control,Broad control,2019-07-03,pre_july_2024
45449,1,0,0,1,1,0,0,Treatment,Treatment,2019-07-03,pre_july_2024
45567,1,0,0,1,1,0,0,Treatment,Treatment,2019-07-03,pre_july_2024
49403,1,1,0,0,0,1,1,Strict control,Broad control,2019-07-03,pre_july_2024
51659,1,0,0,1,1,0,0,Treatment,Treatment,2019-07-03,pre_july_2024
51766,1,1,0,0,0,1,1,Strict control,Broad control,2019-07-03,pre_july_2024
48031,1,1,0,0,0,1,1,Strict control,Broad control,2019-07-04,pre_july_2024
45465,1,0,0,1,1,0,0,Treatment,Treatment,2019-07-29,pre_july_2024
48697,1,0,0,1,1,0,0,Treatment,Treatment,2019-07-29,pre_july_2024
51135,1,1,0,0,0,1,1,Strict control,Broad control,2019-07-30,pre_july_2024
48168,1,0,0,1,1,0,0,Treatment,Treatment,2019-07-31,pre_july_2024
50295,1,1,0,0,0,1,1,Strict control,Broad control,2019-08-01,pre_july_2024
50314,1,1,0,0,0,1,1,Strict control,Broad control,2019-08-01,pre_july_2024
45956,1,0,0,1,1,0,0,Treatment,Treatment,2019-08-30,pre_july_2024
47349,1,0,0,1,1,0,0,Treatment,Treatment,2019-08-30,pre_july_2024
51811,1,1,0,0,0,1,1,Strict control,Broad control,2019-08-30,pre_july_2024
51951,1,0,0,1,1,0,0,Treatment,Treatment,2019-08-30,pre_july_2024
52650,1,1,0,0,0,1,1,Strict control,Broad control,2019-08-30,pre_july_2024
49636,1,0,0,1,1,0,0,Treatment,Treatment,2019-09-13,pre_july_2024
43879,1,1,0,0,0,1,1,Strict control,Broad control,2019-09-18,pre_july_2024
45184,1,0,0,1,1,0,0,Treatment,Treatment,2019-09-24,pre_july_2024
47504,1,0,0,1,1,0,0,Treatment,Treatment,2019-09-30,pre_july_2024
48134,1,0,0,1,1,0,0,Treatment,Treatment,2019-09-30,pre_july_2024
51830,1,0,0,1,1,0,0,Treatment,Treatment,2019-09-30,pre_july_2024
52008,1,1,0,0,0,1,1,Strict control,Broad control,2019-09-30,pre_july_2024
48839,1,1,0,0,0,1,1,Strict control,Broad control,2019-10-01,pre_july_2024
16256,1,0,0,1,1,0,0,Treatment,Treatment,2019-10-02,pre_july_2024
48943,1,0,0,1,1,0,0,Treatment,Treatment,2019-10-02,pre_july_2024
49978,1,1,0,0,0,1,1,Strict control,Broad control,2019-10-10,pre_july_2024
49852,1,1,0,0,0,1,1,Strict control,Broad control,2019-10-17,pre_july_2024
53995,1,1,0,0,0,1,1,Strict control,Broad control,2019-10-28,pre_july_2024
54803,1,1,0,1,0,0,1,Excluded from strict control,Broad control,2019-10-29,pre_july_2024
54021,1,1,0,0,0,1,1,Strict control,Broad control,2019-10-30,pre_july_2024
52467,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-01,pre_july_2024
43172,1,0,0,1,1,0,0,Treatment,Treatment,2019-11-04,pre_july_2024
46114,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-04,pre_july_2024
48498,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-05,pre_july_2024
52894,1,0,0,1,1,0,0,Treatment,Treatment,2019-11-07,pre_july_2024
50834,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-08,pre_july_2024
49314,1,0,0,1,1,0,0,Treatment,Treatment,2019-11-20,pre_july_2024
55652,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-20,pre_july_2024
53768,1,0,0,1,1,0,0,Treatment,Treatment,2019-11-26,pre_july_2024
43563,1,0,0,1,1,0,0,Treatment,Treatment,2019-11-28,pre_july_2024
51368,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-28,pre_july_2024
50092,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-29,pre_july_2024
55288,1,1,0,0,0,1,1,Strict control,Broad control,2019-11-29,pre_july_2024
45109,1,0,0,1,1,0,0,Treatment,Treatment,2019-12-06,pre_july_2024
52335,1,0,0,1,1,0,0,Treatment,Treatment,2019-12-10,pre_july_2024
53185,1,0,0,1,1,0,0,Treatment,Treatment,2019-12-17,pre_july_2024
45270,1,1,0,0,0,1,1,Strict control,Broad control,2019-12-18,pre_july_2024
36993,1,1,0,0,0,1,1,Strict control,Broad control,2019-12-23,pre_july_2024
53279,1,1,0,0,0,1,1,Strict control,Broad control,2019-12-23,pre_july_2024
48507,1,0,0,1,1,0,0,Treatment,Treatment,2019-12-24,pre_july_2024
57428,1,0,0,1,1,0,0,Treatment,Treatment,2020-01-07,pre_july_2024
49572,1,0,0,1,1,0,0,Treatment,Treatment,2020-01-10,pre_july_2024
53074,1,1,0,0,0,1,1,Strict control,Broad control,2020-01-13,pre_july_2024
49899,1,1,0,0,0,1,1,Strict control,Broad control,2020-01-15,pre_july_2024
52264,1,0,0,1,1,0,0,Treatment,Treatment,2020-01-15,pre_july_2024
54315,1,0,0,1,1,0,0,Treatment,Treatment,2020-01-15,pre_july_2024
51848,1,1,0,0,0,1,1,Strict control,Broad control,2020-01-31,pre_july_2024
52293,1,1,0,0,0,1,1,Strict control,Broad control,2020-02-03,pre_july_2024
53953,1,1,0,0,0,1,1,Strict control,Broad control,2020-02-03,pre_july_2024
55681,1,1,0,0,0,1,1,Strict control,Broad control,2020-02-03,pre_july_2024
58082,1,1,0,0,0,1,1,Strict control,Broad control,2020-02-03,pre_july_2024
55532,1,1,0,0,0,1,1,Strict control,Broad control,2020-02-04,pre_july_2024
40876,1,0,0,1,1,0,0,Treatment,Treatment,2020-02-12,pre_july_2024
54772,1,0,0,1,1,0,0,Treatment,Treatment,2020-02-13,pre_july_2024
56270,1,1,0,0,0,1,1,Strict control,Broad control,2020-02-17,pre_july_2024
51347,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-02,pre_july_2024
54358,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-02,pre_july_2024
54410,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-06,pre_july_2024
51064,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-09,pre_july_2024
51998,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-09,pre_july_2024
53246,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-09,pre_july_2024
53775,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-09,pre_july_2024
55634,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-09,pre_july_2024
55929,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-09,pre_july_2024
57266,1,1,0,0,0,1,1,Strict control,Broad control,2020-03-09,pre_july_2024
57854,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-09,pre_july_2024
53832,1,1,0,0,0,1,1,Strict control,Broad control,2020-03-11,pre_july_2024
56726,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-11,pre_july_2024
51119,1,1,0,0,0,1,1,Strict control,Broad control,2020-03-29,pre_july_2024
51587,1,0,0,1,1,0,0,Treatment,Treatment,2020-03-29,pre_july_2024
60032,1,1,0,0,0,1,1,Strict control,Broad control,2020-03-30,pre_july_2024
58919,1,0,0,1,1,0,0,Treatment,Treatment,2020-04-02,pre_july_2024
49847,1,1,0,0,0,1,1,Strict control,Broad control,2020-04-06,pre_july_2024
53251,1,1,0,0,0,1,1,Strict control,Broad control,2020-04-06,pre_july_2024
60124,1,0,0,1,1,0,0,Treatment,Treatment,2020-04-16,pre_july_2024
58864,1,1,0,0,0,1,1,Strict control,Broad control,2020-04-20,pre_july_2024
54646,1,0,0,1,1,0,0,Treatment,Treatment,2020-05-14,pre_july_2024
51979,1,0,0,1,1,0,0,Treatment,Treatment,2020-05-26,pre_july_2024
57672,1,0,0,1,1,0,0,Treatment,Treatment,2020-05-29,pre_july_2024
58568,1,0,0,1,1,0,0,Treatment,Treatment,2020-06-04,pre_july_2024
54389,1,1,0,0,0,1,1,Strict control,Broad control,2020-06-09,pre_july_2024
57400,1,0,0,1,1,0,0,Treatment,Treatment,2020-06-09,pre_july_2024
60698,1,0,0,1,1,0,0,Treatment,Treatment,2020-06-09,pre_july_2024
