application_id,application_title,tier,best_matching_status,existing_curated_52,family_ids,repo_urls,evidence_type,confidence_note,included_in_tier_summary
27477,Identification of pleiotropic loci for asthma and obesity,Tier 5,candidate,no,family_anyajacobs_ukbiobank,https://github.com/anyajacobs/UKBiobank,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
28231,Associations between chronic obstructive pulmonary disease measures and time use,Tier 5,candidate,no,family_anyajacobs_ukbiobank,https://github.com/anyajacobs/UKBiobank,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
30603,Predictive analytics for heart failure: enabling individualization of care and patient education through improved prognostication,Tier 5,candidate,no,family_ukbanalytica; family_ukbb-risk,https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica; https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
31615,Genetic factors as a biological link between food intake and cognition,Tier 5,candidate,no,family_moodie-geneexpression-cognition; family_retinapd; family_ukbanalytica,https://github.com/JialingFan1/moodie-geneexpression-cognition; https://github.com/lab-smile/RetinaPD; https://github.com/Hinna0818/UKBAnalytica,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
33087,Phenome-Wide Association Studies to inform therapeutic development at Novartis Institutes for Biomedical Research,Tier 5,candidate,no,family_keloids-clustering; family_ukb-api; family_ukb-download-and-prep-template; family_ukbcc,https://github.com/anirudhj05/Keloids_Clustering; https://github.com/batmanlab/ukb_api; https://github.com/tighu20/ukb_api; https://github.com/lenamax2355/ukb_download_and_prep_template; https://github.com/kevmanderson/ukbcc; https://github.com/laura-ponting/ukbcc,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
33896,Using genetic data in drug target discovery and validation,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
35698,Generative Model on brain decoding,Tier 5,candidate,no,family_retinapd,https://github.com/lab-smile/RetinaPD,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
37126,"Genetic variability in people with obstructive lung disease: variation in outcome, response to treatment and disease progression.",Tier 5,candidate,no,family_anyajacobs_ukbiobank,https://github.com/anyajacobs/UKBiobank,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
37539,Building an Online Resource for Global Investigation and Validation of Trans-ethnic PheWAS Results,Tier 5,candidate,no,family_genetic-annotation-aware-dimensionality-reduction-in-uk-biobank; family_retinapd,https://github.com/AishaAlsuwaidi/Genetic-annotation-aware-dimensionality-reduction-in-UK-Biobank; https://github.com/lab-smile/RetinaPD,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
40436,"Prediction models of health and wellness traits based on genetics, anthropometric, and clinical data",Tier 5,candidate,no,family_evidence-embracing-nm; family_junnh_ukbb,https://github.com/saigerutherford/evidence_embracing_nm; https://github.com/Junnh/UKBB,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
41664,Machine learning from complex and genetic data,Tier 5,candidate,no,family_im; family_main-pipeline-and-images-based-models-pipeline-deep-learning-and-aging-main-pipeline-and-images-based-models-pipeline; family_retinapd; family_ukb-gen-clocks; family_ukb-idears,https://github.com/laura-riedel/IM; https://github.com/deep-learning-and-aging/main-pipeline-and-images-based-models-pipeline; https://github.com/Deep-Learning-and-Aging/Main-pipeline-and-Images-based-models-pipeline; https://github.com/lab-smile/RetinaPD; https://github.com/Euskal-Oxcitas-Biotek/UKB-gen-clocks; https://github.com/binfnstats/ukb-IDEARS,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
42256,Neurogenetics - the role of genetics in normal and abnormal functioning of the Central Nervous System (CNS),Tier 5,candidate,no,family_t2dm-ukb-predictions,https://github.com/yochaiedlitz/T2DM_UKB_predictions,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
44098,Understanding genetic and phenotypic contributors to complex disease risk,Tier 5,candidate,no,family_bio-machinelearning; family_omniprs,https://github.com/Apostolos00tapsas/bio-machinelearning; https://github.com/biostatShao/OmniPRS,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
44290,Prioritizing drug targets through genetic analyses,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb; family_ukbbprodromalpd,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB; https://github.com/samyak1729/ukbbprodromalpd; https://github.com/tolism/ukbbprodromalpd,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
44411,"Supporting development of more successful medicines by leveraging the relationship between genotype and phenotype to explore efficacy, safety and indication expansion.",Tier 5,candidate,no,family_anyajacobs_ukbiobank,https://github.com/anyajacobs/UKBiobank,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
44891,Assessment of pleiotropic disease associations of haplotypes that possess special features,Tier 5,candidate,no,family_ukbb-risk,https://github.com/IFF-0303/ukbb_risk; https://github.com/yayapa/ukbb_risk,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
45227,Scalable and Robust methods for biobank data analysis,Tier 5,candidate,no,family_evidence-embracing-nm; family_ukbanalytica; family_ukbfrailty,https://github.com/saigerutherford/evidence_embracing_nm; https://github.com/Hinna0818/UKBAnalytica; https://github.com/becomingcc/ukbfrailty,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
45289,The location of the human seasonal clock,Tier 5,candidate,no,family_ukbcc,https://github.com/kevmanderson/ukbcc; https://github.com/laura-ponting/ukbcc,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
45340,Development and evaluation of machine learning approaches for genetic-based disease prediction in the UK Biobank.,Tier 5,candidate,no,family_ukbanalytica,https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
46146,Applying (deep) machine learning methods for understanding the complex relationship between genes and phenotype,Tier 5,candidate,no,family_retinapd,https://github.com/lab-smile/RetinaPD,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
46631,Gestational Diabetes and subsequent Type 2 Diabetes,Tier 5,candidate,no,family_congele-msc; family_diabetes-prediction; family_epi-prs; family_ukb-gen-clocks; family_ukb-nmr-cvd-prediction; family_ukbcc,https://github.com/Arnoldzyf/ConGele_MSc; https://github.com/Haileygu99/diabetes_prediction; https://github.com/ghm17/Epi-PRS; https://github.com/tzhang-nmdp/Epi-PRS; https://github.com/Euskal-Oxcitas-Biotek/UKB-gen-clocks; https://github.com/YanLuoCityU/UKB_NMR_CVD_prediction; https://github.com/kevmanderson/ukbcc; https://github.com/laura-ponting/ukbcc,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
48405,Understanding disease subtypes from genotype information,Tier 5,candidate,no,family_ukbcc,https://github.com/kevmanderson/ukbcc; https://github.com/laura-ponting/ukbcc,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
51347,MR-based assessment of neurological/psychiatric disorders,Tier 5,candidate,no,family_ukbb-risk,https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
51628,Phenome-wide & multi-omics delineation of the polygenic architecture of complex traits,Tier 5,candidate,no,family_omniprs,https://github.com/biostatShao/OmniPRS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
51709,Machine learning analysis of psychiatric diseases,Tier 5,candidate,no,family_im; family_ukb-gen-clocks; family_ukb-idears,https://github.com/laura-riedel/IM; https://github.com/Euskal-Oxcitas-Biotek/UKB-gen-clocks; https://github.com/binfnstats/ukb-IDEARS,weak topic/path/data-type evidence; supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
51980,Research using UK Biobank Data to identify key parameters that effect disease states using Machine Learning and Network Sensitivity Analysis,Tier 5,candidate,no,family_ukbanalytica,https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
52031,Gene Based Polygenic Prediction of Adverse Drug Reactions,Tier 5,candidate,no,family_omniprs,https://github.com/biostatShao/OmniPRS,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
52446,Predictive and integrative models for disease prevention using the UK Biobank Data,Tier 5,candidate,no,family_evidence-embracing-nm,https://github.com/saigerutherford/evidence_embracing_nm,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
54218,Machine learning for rare disease pattern recognition and analysis,Tier 5,candidate,no,family_ukbanalytica,https://github.com/blitz305/UKBAnalytica; https://github.com/lcx777-afk/UKBAnalytica,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
54336,Identifying genetic and environmental factors underpinning complex trait variation in humans,Tier 5,candidate,no,family_imds-wes,https://github.com/Sirius-Yang/IMDs_WES,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
56329,Genomics-driven molecular refinement of the polygenic risk score of coronary heart disease,Tier 5,candidate,no,family_ukbb-risk,https://github.com/yayapa/ukbb_risk,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
56859,Understanding the genetics of complex diseases/traits to identify potential drug targets and patient stratification markers,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
56902,The associations between metals status and the risk of health-related outcomes and all-cause mortality: a Mendelian randomization-phenome-wide association study,Tier 5,candidate,no,family_anyajacobs_ukbiobank; family_imds-wes; family_uk-biobank-gcg,https://github.com/anyajacobs/UKBiobank; https://github.com/Sirius-Yang/IMDs_WES; https://github.com/sblg/UK-Biobank-GCG,supporting identity/topic evidence; weak topic/path/data-type evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
57189,Establishing causal relations for circulating factors to cardiometabolic and neurodegenerative diseases,Tier 5,candidate,no,family_ukbcc,https://github.com/kevmanderson/ukbcc; https://github.com/laura-ponting/ukbcc,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
57266,A Genome-Wide Association Study of Tinnitus to Identify Genes of Interest and Potential Therapeutic Targets,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
58105,Pathway analysis and prediction analysis for various complex diseases,Tier 5,candidate,no,family_t2dm-ukb-predictions,https://github.com/yochaiedlitz/T2DM_UKB_predictions,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
58919,Association between cerebrovascular disease and Parkinson disease.,Tier 5,candidate,no,family_genetic-survival-analysis-in-ukb,https://github.com/tenayatherapeutics/Genetic-Survival-Analysis-in-UKB,supporting identity/topic evidence,Not in Tiers 1-4; retained because at least one attribution row has B-level candidate evidence.,yes
