website_page,website_index_on_page,website_start_date,website_start_date_text,website_title,website_institution,website_url,match_status,candidate_app_ids,detail_fetch_status,detail_title,detail_app_id,detail_start_date_text,detail_start_date_iso_guess,detail_status,detail_pi,detail_institution,start_date_matches_listing,error
471,10,2021-04-28,28 April 2021,"Genetics of Aging, Health, and Longevity: Focus on Regulatory Mechanisms and Functional Variants Connecting Aging and Alzheimer’s Disease","Duke University, United States of America",https://www.ukbiobank.ac.uk/projects/genetics-of-aging-health-and-longevity-focus-on-regulatory-mechanisms-and-functional-variantsconnecting-aging-and-alzheimers-disease/,no_schema27_title_match,,ok,"Genetics of Aging, Health, and Longevity: Focus on Regulatory Mechanisms and Functional Variants Connecting Aging and Alzheimer’s Disease",65537,28 April 2021,2021-04-28,Closed,Professor Svetlana Ukraintseva,"Duke University, United States of America",true,
472,6,2021-04-27,27 April 2021,Modeling the combined effect of the genome and environmental risk factors on complex traits to understand an individual’s trajectory of health outcomes.,"National Institute of Biomedical Genomics, India",https://www.ukbiobank.ac.uk/projects/modeling-the-combined-effect-of-the-genome-and-environmental-risk-factors-on-complex-traits-to-understand-an-individuals-trajectory-of-health-outcomes/,no_schema27_title_match,,ok,Modeling the combined effect of the genome and environmental risk factors on complex traits to understand an individual’s trajectory of health outcomes.,69955,27 April 2021,2021-04-27,Current,Dr Samsiddhi Bhattacharjee,"National Institute of Biomedical Genomics, India",true,
473,2,2021-04-26,26 April 2021,"Cardiovascular Risk Factors, Drug Treatments, and their Effects on Alzheimer’s Disease and Related Dementias in the United Kingdom Biobank","Columbia University, United States of America",https://www.ukbiobank.ac.uk/projects/cardiovascular-risk-factors-drug-treatments-and-their-effects-on-alzheimers-disease-and-related-dementias-in-the-united-kingdom-biobank/,no_schema27_title_match,,ok,"Cardiovascular Risk Factors, Drug Treatments, and their Effects on Alzheimer’s Disease and Related Dementias in the United Kingdom Biobank",67926,26 April 2021,2021-04-26,Current,Mr Neal Jawadekar,"Columbia University, United States of America",true,
477,6,2021-03-22,22 March 2021,Effect of genetic status on motor and non-motor symptoms and neuroimaging in Parkinson’s Disease and other neurodegenerative diseases,"Singapore General Hospital, Singapore",https://www.ukbiobank.ac.uk/projects/effect-of-genetic-status-on-motor-and-non-motor-symptoms-and-neuroimaging-in-parkinsons-disease-and-other-neurodegenerative-diseases/,no_schema27_title_match,,ok,Effect of genetic status on motor and non-motor symptoms and neuroimaging in Parkinson’s Disease and other neurodegenerative diseases,68542,22 March 2021,2021-03-22,Current,Dr Ling Ling Chan,"Singapore General Hospital, Singapore",true,
485,2,2021-02-22,22 February 2021,Predicting APOE genotype based on the demographics and longitudinal cognitive changes: a basis to predict brain amyloid status for the screening of preclinical Alzheimer’s disease.,"University of Tokyo, Japan",https://www.ukbiobank.ac.uk/projects/predicting-apoe-genotype-based-on-the-demographics-and-longitudinal-cognitive-changes-a-basis-to-predict-brain-amyloid-status-for-the-screening-of-preclinical-alzheimers-disease/,no_schema27_title_match,,ok,Predicting APOE genotype based on the demographics and longitudinal cognitive changes: a basis to predict brain amyloid status for the screening of preclinical Alzheimer’s disease.,65996,22 February 2021,2021-02-22,Closed,Dr Kenichiro Sato,"University of Tokyo, Japan",true,
487,6,2021-02-08,8 February 2021,Female-specific reproductive factors and the development of Alzheimer’s disease,"Shandong University, China",https://www.ukbiobank.ac.uk/projects/female-specific-reproductive-factors-and-the-development-of-alzheimers-disease/,no_schema27_title_match,,ok,Female-specific reproductive factors and the development of Alzheimer’s disease,68369,8 February 2021,2021-02-08,Closed,Professor Dongshan Zhu,"Shandong University, China",true,
488,3,2021-02-02,2 February 2021,Does the amount or intensity of exercise modulate metformin’s effect on all-cause mortality in type 2 diabetic patients?,"Apollo Health Ventures, Germany",https://www.ukbiobank.ac.uk/projects/does-the-amount-or-intensity-of-exercise-modulate-metformins-effect-on-all-cause-mortality-in-type-2-diabetic-patients/,no_schema27_title_match,,ok,Does the amount or intensity of exercise modulate metformin’s effect on all-cause mortality in type 2 diabetic patients?,65186,2 February 2021,2021-02-02,Current,Mr Kevin Dong,"Apollo Health Ventures, Germany",true,
488,4,2021-02-02,2 February 2021,"The habitual dietary intake of people with Crohn’s disease, case-control study","University of Manchester, Great Britain",https://www.ukbiobank.ac.uk/projects/the-habitual-dietary-intake-of-people-with-crohns-disease-case-control-study/,no_schema27_title_match,,ok,"The habitual dietary intake of people with Crohn’s disease, case-control study",68535,2 February 2021,2021-02-02,Closed,Miss Hanan Bukhari,"University of Manchester, Great Britain",true,
488,9,2021-02-01,1 February 2021,Evaluating Germline and Somatic Variants in Parkinson’s Disease Brains,"Nanyang Technological University, Singapore",https://www.ukbiobank.ac.uk/projects/evaluating-germline-and-somatic-variants-in-parkinsons-disease-brains/,no_schema27_title_match,,ok,Evaluating Germline and Somatic Variants in Parkinson’s Disease Brains,67704,1 February 2021,2021-02-01,Closed,Dr Jia Nee Foo,"Nanyang Technological University, Singapore",true,
494,3,2021-01-12,12 January 2021,Characterizing the genetic and biological heterogeneity of Alzheimer’s disease risk,"University of California, San Diego, United States of America",https://www.ukbiobank.ac.uk/projects/characterizing-the-genetic-and-biological-heterogeneity-of-alzheimers-disease-risk/,no_schema27_title_match,,ok,Characterizing the genetic and biological heterogeneity of Alzheimer’s disease risk,63648,12 January 2021,2021-01-12,Closed,Dr Jeremy Elman,"University of California, San Diego, United States of America",true,
496,5,2021-01-11,11 January 2021,Alzheimer’s Disease Genetics Consortium Multi-ethnic Alzheimer disease Genetics Analysis,"University of Miami, United States of America",https://www.ukbiobank.ac.uk/projects/alzheimers-disease-genetics-consortium-multi-ethnic-alzheimer-disease-genetics-analysis/,no_schema27_title_match,,ok,Alzheimer’s Disease Genetics Consortium Multi-ethnic Alzheimer disease Genetics Analysis,64211,11 January 2021,2021-01-11,Current,Dr Farid Rajabli,"University of Miami, United States of America",true,
496,7,2021-01-11,11 January 2021,High-resolution multi-omics maps of Parkinson’s disease,"King's College London, Great Britain",https://www.ukbiobank.ac.uk/projects/high-resolution-multi-omics-maps-of-parkinsons-disease/,no_schema27_title_match,,ok,High-resolution multi-omics maps of Parkinson’s disease,64488,11 January 2021,2021-01-11,Closed,Mr Simon Lam,"King's College London, Great Britain",true,
496,10,2021-01-11,11 January 2021,Combining genetic information with population imaging to improve diagnostic markers for Alzheimer’s Disease,"University College London, Great Britain",https://www.ukbiobank.ac.uk/projects/combining-genetic-information-with-population-imaging-to-improve-diagnostic-markers-for-alzheimers-disease/,no_schema27_title_match,,ok,Combining genetic information with population imaging to improve diagnostic markers for Alzheimer’s Disease,65299,11 January 2021,2021-01-11,Current,Dr Andre Altmann,"University College London, Great Britain",true,
499,2,2020-11-25,25 November 2020,Dissecting Genetic and Non-Genetic Heterogeneity in Predisposition to Alzheimer’s Disease and Vascular Traits in Pleiotropic Context,"Duke University, United States of America",https://www.ukbiobank.ac.uk/projects/dissecting-genetic-and-non-genetic-heterogeneity-in-predisposition-to-alzheimers-disease-and-vascular-traits-in-pleiotropic-context/,no_schema27_title_match,,ok,Dissecting Genetic and Non-Genetic Heterogeneity in Predisposition to Alzheimer’s Disease and Vascular Traits in Pleiotropic Context,62778,25 November 2020,2020-11-25,Current,Professor Alexander Kulminski,"Duke University, United States of America",true,
500,10,2020-11-18,18 November 2020,Explainable machine learning for studying genomic association of Alzheimer’s,"University of Washington, United States of America",https://www.ukbiobank.ac.uk/projects/explainable-machine-learning-for-studying-genomic-association-of-alzheimers/,no_schema27_title_match,,ok,Explainable machine learning for studying genomic association of Alzheimer’s,65707,18 November 2020,2020-11-18,Closed,Miss Wei Qiu,"University of Washington, United States of America",true,
506,1,2020-09-29,29 September 2020,Quantifying tissue-specific effects on Parkinson’s disease by Machine Learning,"University of Auckland, New Zealand",https://www.ukbiobank.ac.uk/projects/quantifying-tissue-specific-effects-on-parkinsons-disease-by-machine-learning/,no_schema27_title_match,,ok,Quantifying tissue-specific effects on Parkinson’s disease by Machine Learning,61507,29 September 2020,2020-09-29,Closed,Mr Daniel Ho,"University of Auckland, New Zealand",true,
509,7,2020-09-01,1 September 2020,Cerebral small vessel disease and Alzheimer’s disease susceptibility: a genome-wide interaction study,"Sunnybrook Research Institute, Canada",https://www.ukbiobank.ac.uk/projects/cerebral-small-vessel-disease-and-alzheimers-disease-susceptibility-a-genome-wide-interaction-study/,no_schema27_title_match,,ok,Cerebral small vessel disease and Alzheimer’s disease susceptibility: a genome-wide interaction study,56197,1 September 2020,2020-09-01,Current,Dr Walter Swardfager,"Sunnybrook Research Institute, Canada",true,
513,5,2020-08-13,13 August 2020,Does homozygous Christchurch mutation in apoE3 delay onset of Alzheimer’s disease,"Fermata Pharma, Inc, United States of America",https://www.ukbiobank.ac.uk/projects/does-homozygous-christchurch-mutation-in-apoe3-delay-onset-of-alzheimers-disease/,no_schema27_title_match,,ok,Does homozygous Christchurch mutation in apoE3 delay onset of Alzheimer’s disease,57245,13 August 2020,2020-08-13,Current,Dr Steven Lehrer,"Fermata Pharma, Inc, United States of America",true,
514,7,2020-08-04,4 August 2020,Deep-learning based prediction of Alzheimer’s disease using genomics and neuroimaging,"Simon Fraser University, Canada",https://www.ukbiobank.ac.uk/projects/deep-learning-based-prediction-of-alzheimers-disease-using-genomics-and-neuroimaging/,no_schema27_title_match,,ok,Deep-learning based prediction of Alzheimer’s disease using genomics and neuroimaging,56236,4 August 2020,2020-08-04,Current,Professor Mirza Faisal Beg,"Simon Fraser University, Canada",true,
514,8,2020-08-03,3 August 2020,Personalized genetic profiles of risk and resilience in Alzheimer’s and vascular diseases,"Duke University, United States of America",https://www.ukbiobank.ac.uk/projects/personalized-genetic-profiles-of-risk-and-resilience-in-alzheimers-and-vascular-diseases/,no_schema27_title_match,,ok,Personalized genetic profiles of risk and resilience in Alzheimer’s and vascular diseases,60447,3 August 2020,2020-08-03,Closed,Professor Alexander Kulminski,"Duke University, United States of America",true,
515,4,2020-07-28,28 July 2020,Polygenic analysis for Alzheimer’s disease,"The University of Osaka, Japan",https://www.ukbiobank.ac.uk/projects/polygenic-analysis-for-alzheimers-disease/,no_schema27_title_match,,ok,Polygenic analysis for Alzheimer’s disease,61467,28 July 2020,2020-07-28,Closed,Dr Masataka Kikuchi,"The University of Osaka, Japan",true,
522,5,2020-06-17,17 June 2020,Alzheimer’s Disease Model: A Hybrid Quantitative Systems Pharmacology (QSP) & AI-Driven Evidence Platform for R&D,"Holmusk Europe Limited, Great Britain",https://www.ukbiobank.ac.uk/projects/alzheimers-disease-model-a-hybrid-quantitative-systems-pharmacology-qsp-ai-driven-evidence-platform-for-rd/,no_schema27_title_match,,ok,Alzheimer’s Disease Model: A Hybrid Quantitative Systems Pharmacology (QSP) & AI-Driven Evidence Platform for R&D,58339,17 June 2020,2020-06-17,Closed,Dr Alexander Knight,"Holmusk Europe Limited, Great Britain",true,
525,6,2020-06-09,9 June 2020,The relationship between IBS and it’s psychosocial and socioeconomic risk factors,"University of Manchester, Great Britain",https://www.ukbiobank.ac.uk/projects/the-relationship-between-ibs-and-its-psychosocial-and-socioeconomic-risk-factors/,no_schema27_title_match,,ok,The relationship between IBS and it’s psychosocial and socioeconomic risk factors,58665,9 June 2020,2020-06-09,Closed,Professor Rebecca Elliott,"University of Manchester, Great Britain",true,
531,2,2020-04-30,30 April 2020,Supporting the discovery and evaluation of drug targets and biomarkers for therapeutic areas that are in scope of Boehringer Ingelheim’s R&D through analyses of UK Biobank data,"Boehringer Ingelheim Pharma GmbH & Co KG, Germany",https://www.ukbiobank.ac.uk/projects/supporting-the-discovery-and-evaluation-of-drug-targets-and-biomarkers-for-therapeutic-areas-that-are-in-scope-of-boehringer-ingelheims-rd-through-analyses-of-uk-biobank-data/,no_schema27_title_match,,ok,Supporting the discovery and evaluation of drug targets and biomarkers for therapeutic areas that are in scope of Boehringer Ingelheim’s R&D through analyses of UK Biobank data,57952,30 April 2020,2020-04-30,Current,Dr Jan Kriegl,"Boehringer Ingelheim Pharma GmbH & Co KG, Germany",true,
531,6,2020-04-30,30 April 2020,Uncover the genetic and phenotypic background for the disease network influencing women’s life course health,"Fujian Medical University, China",https://www.ukbiobank.ac.uk/projects/uncover-the-genetic-and-phenotypic-background-for-the-disease-network-influencing-womens-life-course-health/,no_schema27_title_match,,ok,Uncover the genetic and phenotypic background for the disease network influencing women’s life course health,61083,30 April 2020,2020-04-30,Current,Dr Haomin Yang,"Fujian Medical University, China",true,
534,4,2020-04-06,6 April 2020,Genetic regulation of traits and disorders affecting women’s reproductive health,"University of Queensland, Australia",https://www.ukbiobank.ac.uk/projects/genetic-regulation-of-traits-and-disorders-affecting-womens-reproductive-health/,no_schema27_title_match,,ok,Genetic regulation of traits and disorders affecting women’s reproductive health,54861,6 April 2020,2020-04-06,Current,Dr Sally Mortlock,"University of Queensland, Australia",true,
534,10,2020-04-02,2 April 2020,"Age-related hearing loss, brain health and genetic risk for Alzheimer’s","University of California, San Diego, United States of America",https://www.ukbiobank.ac.uk/projects/age-related-hearing-loss-brain-health-and-genetic-risk-for-alzheimers/,no_schema27_title_match,,ok,"Age-related hearing loss, brain health and genetic risk for Alzheimer’s",60021,2 April 2020,2020-04-02,Current,Dr Judy Pa,"University of California, San Diego, United States of America",true,
535,4,2020-04-01,1 April 2020,Understanding Alzheimer’s Disease in the Context of the Aging,"Duke University, United States of America",https://www.ukbiobank.ac.uk/projects/understanding-alzheimers-disease-in-the-context-of-the-aging/,no_schema27_title_match,,ok,Understanding Alzheimer’s Disease in the Context of the Aging,55337,1 April 2020,2020-04-01,Closed,Professor Svetlana Ukraintseva,"Duke University, United States of America",true,
542,9,2020-03-04,4 March 2020,Polygenic effects of Alzheimer’s Disease associated genetic risk factors in the early life,"Icahn School of Medicine at Mount Sinai, United States of America",https://www.ukbiobank.ac.uk/projects/polygenic-effects-of-alzheimers-disease-associated-genetic-risk-factors-in-the-early-life/,no_schema27_title_match,,ok,Polygenic effects of Alzheimer’s Disease associated genetic risk factors in the early life,33463,4 March 2020,2020-03-04,Closed,Professor Jun Zhu,"Icahn School of Medicine at Mount Sinai, United States of America",true,
545,5,2020-02-26,26 February 2020,"The development of an Alzheimer’s disease (AD) clinical trial simulator, parameter estimation from international patient cohorts and standardising epidemiological measurement platforms for cohort stud","Imperial College London, Great Britain",https://www.ukbiobank.ac.uk/projects/the-development-of-an-alzheimers-disease-ad-clinical-trial-simulator-parameter-estimation-from-international-patient-cohorts-and-standardising-epidemiological-measurement-platforms-for-cohort-stu/,no_schema27_title_match,,ok,"The development of an Alzheimer’s disease (AD) clinical trial simulator, parameter estimation from international patient cohorts and standardising epidemiological measurement platforms for cohort stud",53558,26 February 2020,2020-02-26,Closed,Professor Roy Anderson,"Imperial College London, Great Britain",true,
546,3,2020-02-17,17 February 2020,Study circadian clock disruption in Alzheimer’s disease (AD) and other dementias of aging,"University of Texas (UT Health), United States of America",https://www.ukbiobank.ac.uk/projects/study-circadian-clock-disruption-in-alzheimers-disease-ad-and-other-dementias-of-aging/,no_schema27_title_match,,ok,Study circadian clock disruption in Alzheimer’s disease (AD) and other dementias of aging,50488,17 February 2020,2020-02-17,Current,Dr Xiaoqian Jiang,"University of Texas (UT Health), United States of America",true,
550,6,2020-01-30,30 January 2020,The Cardiometabolic Consequences of Non-Alcoholic Fatty Liver Disease in Crohn’s Disease,"Washington University in St. Louis, United States of America",https://www.ukbiobank.ac.uk/projects/the-cardiometabolic-consequences-of-non-alcoholic-fatty-liver-disease-in-crohns-disease/,no_schema27_title_match,,ok,The Cardiometabolic Consequences of Non-Alcoholic Fatty Liver Disease in Crohn’s Disease,43487,30 January 2020,2020-01-30,Closed,Dr Parakkal Deepak,"Washington University in St. Louis, United States of America",true,
552,7,2020-01-15,15 January 2020,Data-driven identification of a drug’s disease-modifying potential outside its main indication area,"University of Zurich, Switzerland",https://www.ukbiobank.ac.uk/projects/data-driven-identification-of-a-drugs-disease-modifying-potential-outside-its-main-indication-area/,no_schema27_title_match,,ok,Data-driven identification of a drug’s disease-modifying potential outside its main indication area,54717,15 January 2020,2020-01-15,Closed,Professor Michael Krauthammer,"University of Zurich, Switzerland",true,
559,5,2019-11-25,25 November 2019,Examining factors mediating the causal relationship between intelligence and Alzheimer’s disease,"University of Bristol, Great Britain",https://www.ukbiobank.ac.uk/projects/examining-factors-mediating-the-causal-relationship-between-intelligence-and-alzheimers-disease/,no_schema27_title_match,,ok,Examining factors mediating the causal relationship between intelligence and Alzheimer’s disease,48970,25 November 2019,2019-11-25,Closed,Miss Roxanna Korologou-Linden,"University of Bristol, Great Britain",true,
560,3,2019-11-20,20 November 2019,"Investigating genetic basis for causal role of adiposity with type2 diabetes, non-alcoholic fatty liver diseases, and Alzheimer’s disease","Centre for Brain Research, India",https://www.ukbiobank.ac.uk/projects/investigating-genetic-basis-for-causal-role-of-adiposity-with-type2-diabetes-non-alcoholic-fatty-liver-diseases-and-alzheimers-disease/,no_schema27_title_match,,ok,"Investigating genetic basis for causal role of adiposity with type2 diabetes, non-alcoholic fatty liver diseases, and Alzheimer’s disease",55652,20 November 2019,2019-11-20,Current,Dr Bratati Kahali,"Centre for Brain Research, India",true,
567,4,2019-09-30,30 September 2019,Machine learning for Alzheimer’s disease,"Boston University (US), United States of America",https://www.ukbiobank.ac.uk/projects/machine-learning-for-alzheimers-disease/,no_schema27_title_match,,ok,Machine learning for Alzheimer’s disease,47504,30 September 2019,2019-09-30,Current,Dr Vijaya B Kolachalama,"Boston University (US), United States of America",true,
567,5,2019-09-30,30 September 2019,Understand Alzheimer’s disease characterized by brain imaging phenotype,"Indiana University School of Medicine, United States of America",https://www.ukbiobank.ac.uk/projects/understand-alzheimers-disease-characterized-by-brain-imaging-phenotype/,no_schema27_title_match,,ok,Understand Alzheimer’s disease characterized by brain imaging phenotype,48134,30 September 2019,2019-09-30,Current,Dr Jingwen Yan,"Indiana University School of Medicine, United States of America",true,
570,10,2019-08-30,30 August 2019,Genetic association analysis for brain imaging phenotypes in Alzheimer’s Disease,"Hanyang University, Korea (South)",https://www.ukbiobank.ac.uk/projects/genetic-association-analysis-for-brain-imaging-phenotypes-in-alzheimers-disease/,no_schema27_title_match,,ok,Genetic association analysis for brain imaging phenotypes in Alzheimer’s Disease,47349,30 August 2019,2019-08-30,Closed,Professor Jong-Min Lee,"Hanyang University, Korea (South)",true,
571,7,2019-08-30,30 August 2019,Genomic analysis to discover genetic risk factors for dystonia and Parkinson’s disease,"Massachusetts General Hospital, United States of America",https://www.ukbiobank.ac.uk/projects/genomic-analysis-to-discover-genetic-risk-factors-for-dystonia-and-parkinsons-disease/,no_schema27_title_match,,ok,Genomic analysis to discover genetic risk factors for dystonia and Parkinson’s disease,51811,30 August 2019,2019-08-30,Closed,Dr Laurie Ozelius,"Massachusetts General Hospital, United States of America",true,
571,10,2019-08-30,30 August 2019,"Statistical models of the shape, distribution and quantity of the tissues (adipose, muscle, bone) and it’s relations to the outer shape of the body and body composition.","Inria, France",https://www.ukbiobank.ac.uk/projects/statistical-models-of-the-shape-distribution-and-quantity-of-the-tissues-adipose-muscle-bone-and-its-relations-to-the-outer-shape-of-the-body-and-body-composition/,no_schema27_title_match,,ok,"Statistical models of the shape, distribution and quantity of the tissues (adipose, muscle, bone) and it’s relations to the outer shape of the body and body composition.",51951,30 August 2019,2019-08-30,Closed,Dr Sergi Pujades,"Inria, France",true,
577,9,2019-07-03,3 July 2019,Cerebral correlates of the APOE and other genetic risk factors for Alzheimer’s disease in healthy middle-aged individuals,"Barcelonabeta Brain Research Center, Spain",https://www.ukbiobank.ac.uk/projects/cerebral-correlates-of-the-apoe-and-other-genetic-risk-factors-for-alzheimers-disease-in-healthy-middle-aged-individuals/,no_schema27_title_match,,ok,Cerebral correlates of the APOE and other genetic risk factors for Alzheimer’s disease in healthy middle-aged individuals,31085,3 July 2019,2019-07-03,Closed,Dr Juan Domingo Gispert,"Barcelonabeta Brain Research Center, Spain",true,
578,6,2019-06-20,20 June 2019,Predicting Alzheimer’s disease risk with polygenic and non-genetic risk factors.,"Nanyang Technological University, Singapore",https://www.ukbiobank.ac.uk/projects/predicting-alzheimers-disease-risk-with-polygenic-and-non-genetic-risk-factors/,no_schema27_title_match,,ok,Predicting Alzheimer’s disease risk with polygenic and non-genetic risk factors.,47832,20 June 2019,2019-06-20,Closed,Dr Chin Hong Tan,"Nanyang Technological University, Singapore",true,
583,7,2019-05-29,29 May 2019,"Disentangling the role of insulin resistance in diabetes, cardiometabolic disease and cancer to find new therapeutic targets","University of California, San Diego, United States of America",https://www.ukbiobank.ac.uk/projects/disentangling-the-role-of-insulin-resistance-in-diabetes-cardiometabolic-disease-and-cancer-to-find-new-therapeutic-targets/,ambiguous_duplicate_title,51436|193976,ok,"Disentangling the role of insulin resistance in diabetes, cardiometabolic disease and cancer to find new therapeutic targets",51436,29 May 2019,2019-05-29,Closed,Dr Amit Majithia,"University of California, San Diego, United States of America",true,
585,5,2019-05-14,14 May 2019,Effect of diet and diet-gene interactions on cognitive function and risk of dementia and Alzheimer’s disease.,"University of Leeds, Great Britain",https://www.ukbiobank.ac.uk/projects/effect-of-diet-and-diet-gene-interactions-on-cognitive-function-and-risk-of-dementia-and-alzheimers-disease/,no_schema27_title_match,,ok,Effect of diet and diet-gene interactions on cognitive function and risk of dementia and Alzheimer’s disease.,48684,14 May 2019,2019-05-14,Closed,Ms Huifeng Zhang,"University of Leeds, Great Britain",true,
588,6,2019-04-18,18 April 2019,"The association between occupational physical activity and the risk of gastroesophageal reflux disease (GORD), Barrett’s oesophagus and oesophageal adenocarcinoma – a cohort study in Biobank.","University of East Anglia, Great Britain",https://www.ukbiobank.ac.uk/projects/the-association-between-occupational-physical-activity-and-the-risk-of-gastroesophageal-reflux-disease-gord-barretts-oesophagus-and-oesophageal-adenocarcinoma-a-cohort-study-in-biobank/,no_schema27_title_match,,ok,"The association between occupational physical activity and the risk of gastroesophageal reflux disease (GORD), Barrett’s oesophagus and oesophageal adenocarcinoma – a cohort study in Biobank.",46864,18 April 2019,2019-04-18,Closed,Mr Stephen Lam,"University of East Anglia, Great Britain",true,
589,1,2019-04-18,18 April 2019,Refining an algorithm to identify individuals at the prediagnostic phase of Parkinson’s disease,"University College London, Great Britain",https://www.ukbiobank.ac.uk/projects/refining-an-algorithm-to-identify-individuals-at-the-prediagnostic-phase-of-parkinsons-disease/,no_schema27_title_match,,ok,Refining an algorithm to identify individuals at the prediagnostic phase of Parkinson’s disease,14872,18 April 2019,2019-04-18,Closed,Dr Anette Schrag,"University College London, Great Britain",true,
589,10,2019-04-11,11 April 2019,Novel whole-genome analysis methods for Alzheimer’s risk prediction,"Parabon NanoLabs, Inc., United States of America",https://www.ukbiobank.ac.uk/projects/novel-whole-genome-analysis-methods-for-alzheimers-risk-prediction/,no_schema27_title_match,,ok,Novel whole-genome analysis methods for Alzheimer’s risk prediction,46198,11 April 2019,2019-04-11,Closed,Dr Janet Cady,"Parabon NanoLabs, Inc., United States of America",true,
594,3,2019-03-13,13 March 2019,Neural correlates of Parkinson’s disease dementia,"University College London, Great Britain",https://www.ukbiobank.ac.uk/projects/neural-correlates-of-parkinsons-disease-dementia/,no_schema27_title_match,,ok,Neural correlates of Parkinson’s disease dementia,45258,13 March 2019,2019-03-13,Closed,Dr Angeliki Zarkali,"University College London, Great Britain",true,
596,7,2019-02-22,22 February 2019,Multiscale regulation of motor activity and the risk for Alzheimer’s disease,"Brigham and Womens Hospital, United States of America",https://www.ukbiobank.ac.uk/projects/multiscale-regulation-of-motor-activity-and-the-risk-for-alzheimers-disease/,no_schema27_title_match,,ok,Multiscale regulation of motor activity and the risk for Alzheimer’s disease,33883,22 February 2019,2019-02-22,Current,Dr Kun Hu,"Brigham and Womens Hospital, United States of America",true,
601,8,2019-01-23,23 January 2019,"The association of non-cancer chronic pain to cognitive decline, cognitive impairment, and conversion to Alzheimer’s Disease and related dementias (ADRD)","West Virginia University, United States of America",https://www.ukbiobank.ac.uk/projects/the-association-of-non-cancer-chronic-pain-to-cognitive-decline-cognitive-impairment-and-conversion-to-alzheimers-disease-and-related-dementias-adrd/,no_schema27_title_match,,ok,"The association of non-cancer chronic pain to cognitive decline, cognitive impairment, and conversion to Alzheimer’s Disease and related dementias (ADRD)",44889,23 January 2019,2019-01-23,Closed,Dr Usha Sambamoorthi,"West Virginia University, United States of America",true,
605,3,2018-12-18,18 December 2018,The inverse link between incidence rates of cancer and Alzheimer’s disease: comparing spurious and causal explanations to illuminate the causes of Alzheimer’s disease.,"University of California, San Francisco, United States of America",https://www.ukbiobank.ac.uk/projects/the-inverse-link-between-incidence-rates-of-cancer-and-alzheimers-disease-comparing-spurious-and-causal-explanations-to-illuminate-the-causes-of-alzheimers-disease/,no_schema27_title_match,,ok,The inverse link between incidence rates of cancer and Alzheimer’s disease: comparing spurious and causal explanations to illuminate the causes of Alzheimer’s disease.,34507,18 December 2018,2018-12-18,Closed,Professor M. Maria Glymour,"University of California, San Francisco, United States of America",true,
623,2,2018-07-24,24 July 2018,Thyroid Dysfunction and Women’s Cancer Risk,"INSERM, France",https://www.ukbiobank.ac.uk/projects/thyroid-dysfunction-and-womens-cancer-risk/,no_schema27_title_match,,ok,Thyroid Dysfunction and Women’s Cancer Risk,35032,24 July 2018,2018-07-24,Closed,Dr Neige Journy,"INSERM, France",true,
631,1,2018-04-24,24 April 2018,Genetic determinants of Paget’s disease,"University of Edinburgh, Great Britain",https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-pagets-disease/,no_schema27_title_match,,ok,Genetic determinants of Paget’s disease,4816,24 April 2018,2018-04-24,Closed,Professor Stuart H Ralston,"University of Edinburgh, Great Britain",true,
646,2,2017-04-01,1 April 2017,Impacts of huntingtin CAG repeats and modifiers of neurodegeneration in Huntington’s disease on human phenotypes,"Massachusetts General Hospital, United States of America",https://www.ukbiobank.ac.uk/projects/impacts-of-huntingtin-cag-repeats-and-modifiers-of-neurodegeneration-in-huntingtons-disease-on-human-phenotypes/,no_schema27_title_match,,ok,Impacts of huntingtin CAG repeats and modifiers of neurodegeneration in Huntington’s disease on human phenotypes,18288,1 April 2017,2017-04-01,Current,Jong-Min Lee,"Massachusetts General Hospital, United States of America",true,
648,2,2017-02-27,27 February 2017,Further defining the genetic architecture of Alzheimer’s disease,"Cardiff University, Great Britain",https://www.ukbiobank.ac.uk/projects/further-defining-the-genetic-architecture-of-alzheimers-disease/,no_schema27_title_match,,ok,Further defining the genetic architecture of Alzheimer’s disease,15175,27 February 2017,2017-02-27,Closed,Professor Julie Williams,"Cardiff University, Great Britain",true,
654,8,2016-11-01,1 November 2016,Genetics of Barrett’s esophagus and Esophageal adenocarcinoma,"University of Birmingham, Great Britain",https://www.ukbiobank.ac.uk/projects/genetics-of-barretts-esophagus-and-esophageal-adenocarcinoma/,no_schema27_title_match,,ok,Genetics of Barrett’s esophagus and Esophageal adenocarcinoma,35182,1 November 2016,2016-11-01,Current,Dr Claire Palles,"University of Birmingham, Great Britain",true,
669,10,2016-01-01,1 January 2016,"Discovering the genetic determinants of clinically measured blood pressure in over 1,000,000 subjects from the UK Biobank, the VA Million Veteran’s Project (MVP), and the eMERGE network.","Vanderbilt University Medical Center, United States of America",https://www.ukbiobank.ac.uk/projects/discovering-the-genetic-determinants-of-clinically-measured-blood-pressure-in-over-1000000-subjects-from-the-uk-biobank-the-va-million-veterans-project-mvp-and-the-emerge-network/,no_schema27_title_match,,ok,"Discovering the genetic determinants of clinically measured blood pressure in over 1,000,000 subjects from the UK Biobank, the VA Million Veteran’s Project (MVP), and the eMERGE network.",12598,1 January 2016,2016-01-01,Current,Professor Todd Edwards,"Vanderbilt University Medical Center, United States of America",true,
